App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Revenue Estimate,Review Engagement,Install Group,Rating Class
Connect Premium 2025,Game,4.3,0,679.3,50,Free,0.0,Everyone,Game;Puzzle,06-09-2025,4.19.98,0.0,0.0,Low,Good
Connect Pro,Social,4.4,1469,94.8,100000,Free,0.0,Everyone,Social,08-10-2024,7.18.97,0.0,0.01469,Medium,Good
Connect Pro 2024,Game,3.7,366,90.05,10000,Free,0.0,Everyone,Game;Puzzle,08-11-2025,Varies with device,0.0,0.0366,Low,Good
Connect Pro 2026,Game,3.8,246,1314.0,5000,Free,0.0,Teen,Game;Card,17-06-2025,2.13.17,0.0,0.0492,Low,Good
Connect Space,Sports,3.7,1929,100.8,50000,Free,0.0,Teen,Sports,15-07-2023,12.3.55,0.0,0.03858,Medium,Good
Connect_8279,Music,3.2,37,5.9,5000,Free,0.0,Teen,Tools,02-05-2026,10.15.61,0.0,0.0074,Low,Average
Connect_8668,Social,5.0,242,90.05,10000,Free,0.0,Teen,Family,26-06-2024,Varies with device,0.0,0.0242,Low,Excellent
Craft,Game,2.9,188525,1500.3,5000000,Free,0.0,Everyone,Game;Board,13-10-2024,4.17.47,0.0,0.037705,Very High,Average
Craft 2023,Maps_And_Navigation,3.9,1559,27.6,50000,Free,0.0,Everyone,Maps And Navigation;Creativity,24-03-2025,6.9.74,0.0,0.03118,Medium,Good
Craft 2024,Auto_And_Vehicles,4.5,551,28.7,100000,Free,0.0,Teen,Auto And Vehicles,19-09-2024,14.14.11,0.0,0.00551,Medium,Good
Craft 2025,Music,4.5,1392,64.6,100000,Free,0.0,Mature 17+,Tools,14-06-2026,4.3.18,0.0,0.01392,Medium,Good
Craft 2026,Game,4.3,4195,1493.1,500000,Free,0.0,Everyone,Game;Board,18-08-2024,9.9.30,0.0,0.00839,High,Good
Craft 3D,Libraries_And_Demo,2.9,492,90.05,10000,Paid,1.99,Mature 17+,Libraries And Demo,27-02-2025,Varies with device,19900.0,0.0492,Low,Average
Craft AI,Game,4.0,20257,90.05,500000,Free,0.0,Everyone,Game;Action,30-12-2022,Varies with device,0.0,0.040514,High,Good
Craft App,Social,4.9,29953,147.8,1000000,Free,0.0,Everyone,Social,25-01-2026,14.17.94,0.0,0.029953,High,Excellent
Craft App 2024,Social,4.4,46,82.4,1000,Free,0.0,Everyone 10+,Family,13-04-2026,9.13.30,0.0,0.046,Low,Good
Craft App_10352,Game,4.3,1,90.05,50,Free,0.0,Everyone,Game;Shooter,03-06-2026,Varies with device,0.0,0.02,Low,Good
Craft Go,Social,4.4,207718,42.5,10000000,Free,0.0,Everyone,Family,10-11-2025,6.18.29,0.0,0.0207718,Very High,Good
Craft Go 2025,Music,4.8,20,121.2,1000,Free,0.0,Everyone 10+,Tools,17-11-2024,4.8.11,0.0,0.02,Low,Excellent
Craft Hub,Finance,4.9,4554,9.0,100000,Paid,0.99,Everyone,Finance,31-01-2026,13.1.46,99000.0,0.04554,Medium,Excellent
Craft Hub 2023,Game,5.0,5,958.6,10,Free,0.0,Everyone,Game;Simulation,19-09-2023,10.13.61,0.0,0.5,Low,Excellent
Craft Hub 2026,Game,5.0,410,1793.6,10000,Free,0.0,Everyone,Game;Card,08-10-2025,7.18.91,0.0,0.041,Low,Excellent
Craft Max,Productivity,3.8,194,90.05,5000,Free,0.0,Everyone,Productivity;Creativity,07-11-2025,Varies with device,0.0,0.0388,Low,Good
Craft Max 2025,Libraries_And_Demo,3.95,3,90.05,100,Free,0.0,Everyone,Libraries And Demo,29-04-2026,Varies with device,0.0,0.03,Low,Good
Craft Now,House_And_Home,4.5,648,48.8,100000,Free,0.0,Everyone,House And Home,23-04-2026,14.2.82,0.0,0.00648,Medium,Good
Craft Now 2024,Social,4.4,255,59.9,10000,Free,0.0,Mature 17+,Artificial Intelligence,19-11-2025,11.18.95,0.0,0.0255,Low,Good
Craft Now 2026,Finance,2.7,5,31.0,100,Free,0.0,Everyone,Finance,24-10-2024,7.14.60,0.0,0.05,Low,Average
Craft Online,Music,4.4,41107,90.05,1000000,Free,0.0,Everyone,Tools;Creativity,21-06-2024,Varies with device,0.0,0.041107,High,Good
Craft Online 2023,Music,3.7,45294,117.6,1000000,Free,0.0,Everyone,Tools,04-03-2026,5.2.45,0.0,0.045294,High,Good
Craft Online 2025,Social,5.0,12,58.6,500,Free,0.0,Everyone,Family,04-11-2025,11.18.98,0.0,0.024,Low,Excellent
Craft Plus,Social,2.5,81901,145.5,5000000,Free,0.0,Everyone,Social,25-05-2025,9.17.74,0.0,0.0163802,Very High,Poor
Craft Plus 2023,Game,4.3,4,1879.4,100,Free,0.0,Everyone,Game;Card,09-02-2025,6.11.8,0.0,0.04,Low,Good
Craft Plus 2024,Social,5.0,8,43.8,500,Free,0.0,Everyone,Family;Creativity,15-06-2025,14.11.95,0.0,0.016,Low,Excellent
Craft Premium,Social,4.4,3228,90.05,100000,Free,0.0,Everyone 10+,Art And Design;Creativity,22-08-2025,Varies with device,0.0,0.03228,Medium,Good
Craft Premium 2023,Travel_And_Local,4.1,12,97.4,500,Free,0.0,Everyone,Travel And Local,10-08-2024,4.5.52,0.0,0.024,Low,Good
Craft Premium 2026,Game,4.3,0,90.05,50,Free,0.0,Everyone,Game;Simulation,07-02-2025,Varies with device,0.0,0.0,Low,Good
Craft Pro,Social,4.0,421,143.2,10000,Free,0.0,Everyone,Family,21-11-2023,7.3.39,0.0,0.0421,Low,Good
Craft Pro 2025,Social,4.0,4,90.05,10,Free,0.0,Everyone,Family,20-07-2025,Varies with device,0.0,0.4,Low,Good
Craft Space,Maps_And_Navigation,4.6,3117,20.9,100000,Free,0.0,Everyone,Maps And Navigation,10-08-2025,3.17.85,0.0,0.03117,Medium,Excellent
Craft Space 2026,Social,4.2,14,144.3,500,Free,0.0,Teen,Social,08-03-2024,3.15.92,0.0,0.028,Low,Good
Craft_2984,Food_And_Drink,4.8,15,131.8,1000,Free,0.0,Everyone,Food And Drink;Creativity,16-03-2026,9.15.87,0.0,0.015,Low,Excellent
Crypto Browser,Dating,4.0,2496,36.1,100000,Free,0.0,Mature 17+,Dating,28-05-2024,13.6.44,0.0,0.02496,Medium,Good
Crypto Browser 2023,Social,3.5,236,13.2,5000,Free,0.0,Everyone,Family,01-02-2026,5.14.5,0.0,0.0472,Low,Average
Crypto Browser 3D,Social,4.0,0,83.8,10,Free,0.0,Everyone,Family;Creativity,23-12-2025,5.12.86,0.0,0.0,Low,Good
Crypto Browser AI,Game,4.4,11,655.6,500,Free,0.0,Everyone,Game;Shooter,19-09-2025,6.0.52,0.0,0.022,Low,Good
Crypto Browser App,Productivity,4.0,4,148.8,10,Free,0.0,Everyone 10+,Productivity,16-09-2025,11.7.10,0.0,0.4,Low,Good
Crypto Browser Online 2023,News_And_Magazines,4.1,0,99.5,10,Free,0.0,Everyone,News And Magazines,21-03-2025,4.7.81,0.0,0.0,Low,Good
Crypto Browser Premium,Finance,3.2,117,85.7,5000,Paid,399.99,Everyone,Finance,05-04-2022,10.18.71,1999950.0,0.0234,Low,Average
Crypto Browser Space,Social,4.2,7,16.4,1000,Free,0.0,Mature 17+,Family,16-05-2025,3.4.71,0.0,0.007,Low,Good
Crypto Chat,Health_And_Fitness,3.5,72,98.6,5000,Free,0.0,Everyone 10+,Health And Fitness,01-07-2025,2.14.52,0.0,0.0144,Low,Average
Crypto Chat AI,Music,4.1,5,106.8,10,Free,0.0,Everyone,Tools,26-05-2026,12.20.17,0.0,0.5,Low,Good
Crypto Chat Go,Social,4.3,1,142.9,10,Free,0.0,Unrated,Artificial Intelligence,15-05-2026,10.18.50,0.0,0.1,Low,Good
Crypto Chat Plus,Video_Players,4.5,47,38.1,1000,Free,0.0,Everyone,Video Players,05-09-2024,6.14.43,0.0,0.047,Low,Good
Crypto Chat Space,Music,3.7,41,138.4,5000,Free,0.0,Everyone,Tools,18-10-2023,5.13.98,0.0,0.0082,Low,Good
Crypto ChatGPT 2024,Productivity,4.0,1,24.3,50,Free,0.0,Everyone,Productivity,28-02-2026,14.6.68,0.0,0.02,Low,Good
Crypto Connect,Finance,3.9,5,13.5,100,Free,0.0,Teen,Finance,22-04-2025,14.19.83,0.0,0.05,Low,Good
Crypto Connect 2023,Social,4.0,4,120.1,100,Free,0.0,Everyone,Family;Creativity,15-06-2026,14.10.28,0.0,0.04,Low,Good
Crypto Connect Hub,Communication,4.0,2,40.8,100,Free,0.0,Teen,Communication,24-04-2024,11.12.48,0.0,0.02,Low,Good
Crypto Connect Plus,Business,3.8,4,13.2,100,Free,0.0,Mature 17+,Business;Creativity,05-10-2022,7.18.21,0.0,0.04,Low,Good
Crypto Connect Pro 2026,Social,4.0,4,116.6,10,Free,0.0,Everyone,Family,04-12-2024,13.14.79,0.0,0.4,Low,Good
Crypto Craft,Game,4.1,242,460.0,10000,Free,0.0,Everyone,Game;Puzzle,04-12-2025,8.19.79,0.0,0.0242,Low,Good
Crypto Craft 3D,Sports,5.0,5,24.4,500,Free,0.0,Everyone 10+,Sports;Creativity,09-02-2025,11.10.9,0.0,0.01,Low,Excellent
Crypto Craft AI,Finance,4.0,1,20.6,10,Free,0.0,Everyone,Finance,09-06-2026,6.5.35,0.0,0.1,Low,Good
Crypto Craft Go,Finance,4.0,1,113.6,50,Paid,0.99,Everyone,Finance,19-05-2026,15.5.78,49.5,0.02,Low,Good
Crypto Craft Premium,Music,4.0,221,90.05,5000,Free,0.0,Teen,Tools,22-03-2026,Varies with device,0.0,0.0442,Low,Good
Crypto Dash,News_And_Magazines,4.9,24,9.6,500,Free,0.0,Everyone,News And Magazines,16-02-2025,4.1.10,0.0,0.048,Low,Excellent
Crypto Dash 3D,Social,5.0,267,52.5,10000,Free,0.0,Everyone,Family,09-06-2026,2.3.1,0.0,0.0267,Low,Excellent
Crypto Dash 3D 2026,Music,2.8,171,6.4,10000,Paid,1.99,Everyone,Tools,06-11-2024,4.15.83,19900.0,0.0171,Low,Average
Crypto Dash Max,Social,3.8,5,90.05,100,Free,0.0,Everyone 10+,Social,21-04-2025,Varies with device,0.0,0.05,Low,Good
Crypto Dash Plus,Social,4.4,303,90.05,50000,Free,0.0,Everyone 10+,Artificial Intelligence,14-06-2026,Varies with device,0.0,0.00606,Medium,Good
Crypto Dash Premium 2026,Music,3.9,400,146.8,10000,Free,0.0,Everyone 10+,Tools,23-12-2025,6.8.2,0.0,0.04,Low,Good
Crypto Drive,Music,4.0,4928,43.5,100000,Free,0.0,Everyone,Tools;Creativity,17-05-2026,8.2.3,0.0,0.04928,Medium,Good
Crypto Drive App,Social,3.4,280,115.5,10000,Free,0.0,Everyone,Social,08-08-2024,3.10.4,0.0,0.028,Low,Average
Crypto Drive Max,Music,4.1,35,102.9,1000,Free,0.0,Teen,Tools,18-03-2026,4.19.17,0.0,0.035,Low,Good
Crypto Editor,Finance,4.0,4,8.3,100,Free,0.0,Everyone,Finance;Creativity,30-04-2026,15.12.68,0.0,0.04,Low,Good
Crypto Editor Max,Social,3.7,269,18.4,10000,Free,0.0,Teen,Family,11-09-2025,15.9.27,0.0,0.0269,Low,Good
Crypto Editor Premium 2025,Game,3.2,492,1181.7,10000,Free,0.0,Everyone,Game;Action,18-04-2024,15.18.74,0.0,0.0492,Low,Average
Crypto Editor Space,Game,4.3,4,90.05,100,Free,0.0,Everyone,Game;Strategy,08-03-2026,Varies with device,0.0,0.04,Low,Good
Crypto Fit,Social,4.0,4,25.2,100,Free,0.0,Everyone,Family;Creativity,25-08-2025,6.5.65,0.0,0.04,Low,Good
Crypto Fit AI,Game,4.3,3,568.2,50,Free,0.0,Everyone,Game;Puzzle,16-07-2024,3.1.51,0.0,0.06,Low,Good
Crypto Fit Hub,Social,3.5,14,25.3,500,Free,0.0,Adults only 18+,Family;Creativity,03-05-2025,1.18.99,0.0,0.028,Low,Average
Crypto Fit Max,Music,4.0,1,18.4,50,Free,0.0,Everyone,Tools,20-12-2025,2.8.75,0.0,0.02,Low,Good
Crypto Fit Plus,Game,5.0,12,78.6,500,Free,0.0,Everyone,Game;RPG,03-05-2026,3.16.89,0.0,0.024,Low,Excellent
Crypto Fit Plus 2025,Finance,4.2,67,25.3,5000,Free,0.0,Everyone,Finance;Creativity,30-04-2024,9.4.30,0.0,0.0134,Low,Good
Crypto Health,Productivity,3.9,70919,18.8,10000000,Free,0.0,Everyone,Productivity,16-08-2025,8.20.86,0.0,0.0070919,Very High,Good
Crypto Health 2026,Social,2.8,11,73.7,500,Free,0.0,Teen,Family,09-06-2026,14.9.38,0.0,0.022,Low,Average
Crypto Health 3D,Social,4.3,1,45.5,100,Paid,2.99,Everyone 10+,Artificial Intelligence,16-10-2025,8.6.29,299.0,0.01,Low,Good
Crypto Health AI,Social,4.0,27,122.6,1000,Free,0.0,Everyone,Family,23-02-2026,11.14.82,0.0,0.027,Low,Good
Crypto Health App,Game,4.9,665,1886.1,50000,Free,0.0,Teen,Game;Strategy,12-09-2025,14.16.22,0.0,0.0133,Medium,Excellent
Crypto Health Plus,Productivity,4.0,1,129.6,10,Free,0.0,Everyone,Productivity,13-04-2026,10.8.63,0.0,0.1,Low,Good
Crypto Health Space,Game,5.0,14031,459.4,500000,Free,0.0,Everyone 10+,Game;Board,28-01-2026,5.17.100,0.0,0.028062,High,Excellent
Crypto Instagram,Social,3.9,8,94.9,1000,Free,0.0,Everyone,Artificial Intelligence,28-12-2024,5.13.10,0.0,0.008,Low,Good
Crypto Learn,Music,4.5,17,33.4,500,Free,0.0,Teen,Tools;Creativity,17-01-2026,3.2.50,0.0,0.034,Low,Good
Crypto Learn AI,Video_Players,4.2,1,43.7,50,Free,0.0,Everyone,Video Players,17-04-2025,6.14.0,0.0,0.02,Low,Good
Crypto Learn App,Social,4.0,2,90.05,50,Free,0.0,Everyone,Family,27-06-2026,Varies with device,0.0,0.04,Low,Good
Crypto Learn Max,Game,4.3,0,90.05,100,Free,0.0,Everyone,Game;Strategy,07-01-2025,Varies with device,0.0,0.0,Low,Good
Crypto Learn Now_5062,Web3_And_Crypto,4.1,5,139.0,50,Free,0.0,Mature 17+,Web3 And Crypto;Creativity,15-06-2026,5.5.57,0.0,0.1,Low,Good
Crypto Learn Online,Auto_And_Vehicles,4.2,2,90.05,50,Free,0.0,Everyone,Auto And Vehicles;Creativity,07-06-2026,Varies with device,0.0,0.04,Low,Good
Crypto Maker,Social,4.2,177,114.0,5000,Free,0.0,Everyone,Education,11-01-2024,12.2.31,0.0,0.0354,Low,Good
Crypto Maker Go,Libraries_And_Demo,3.9,5,75.7,500,Free,0.0,Everyone,Libraries And Demo,11-08-2025,15.4.6,0.0,0.01,Low,Good
Crypto Maker Now,Social,4.0,2,113.4,50,Free,0.0,Everyone,Family,09-06-2025,12.15.55,0.0,0.04,Low,Good
Crypto Maker Pro,Social,4.0,1,71.3,100,Free,0.0,Teen,Medical,25-02-2025,6.8.7,0.0,0.01,Low,Good
Crypto Pay,Music,3.5,37124,137.4,1000000,Free,0.0,Everyone,Tools,07-07-2025,12.5.70,0.0,0.037124,High,Average
Crypto Pay App,Social,3.2,15,193.7,500,Free,0.0,Everyone,Art And Design;Creativity,02-06-2025,2.14.66,0.0,0.03,Low,Average
Crypto Pay Go,Game,4.3,4,249.6,100,Free,0.0,Everyone,Game;Strategy,19-09-2024,3.9.73,0.0,0.04,Low,Good
Crypto Pay Hub,Communication,4.5,13,117.0,500,Free,0.0,Everyone,Communication,15-11-2025,10.14.19,0.0,0.026,Low,Good
Crypto Pay Hub 2023,Music,3.7,4677,19.7,100000,Free,0.0,Everyone,Tools,05-10-2024,8.20.60,0.0,0.04677,Medium,Good
Crypto Pay Max,Game,4.2,25,90.05,1000,Free,0.0,Teen,Game;Shooter,23-02-2026,Varies with device,0.0,0.025,Low,Good
Crypto Pay Now,Game,4.3,4,90.05,100,Free,0.0,Everyone,Game;Board,14-07-2024,Varies with device,0.0,0.04,Low,Good
Crypto Pay Online,Productivity,4.4,10874,10.6,500000,Free,0.0,Everyone,Productivity;Creativity,14-08-2024,9.5.35,0.0,0.021748,High,Good
Crypto Pay Space 2026,Business,3.6,19599,90.05,500000,Free,0.0,Teen,Business;Creativity,24-03-2025,Varies with device,0.0,0.039198,High,Good
Crypto Player,Game,4.7,121,1113.1,10000,Free,0.0,Everyone,Game;Shooter,11-06-2026,15.12.17,0.0,0.0121,Low,Excellent
Crypto Player 2025,Game,2.8,25,1314.8,1000,Free,0.0,Everyone,Game;Board,01-03-2024,4.0.15,0.0,0.025,Low,Average
Crypto Player 3D,Books_And_Reference,4.0,97,110.9,5000,Free,0.0,Teen,Books And Reference;Creativity,18-03-2025,13.5.26,0.0,0.0194,Low,Good
Crypto Player AI 2026,Events,3.8,3,17.3,50,Free,0.0,Mature 17+,Events,29-10-2024,15.18.92,0.0,0.06,Low,Good
Crypto Player Hub,Social,4.6,126,10.7,5000,Free,0.0,Everyone,Social,11-06-2026,3.1.67,0.0,0.0252,Low,Excellent
Crypto Player Now,Photography,3.9,29,38.6,1000,Free,0.0,Everyone,Photography,20-05-2024,9.6.91,0.0,0.029,Low,Good
Crypto Player Premium,Music,5.0,16,95.9,500,Free,0.0,Everyone,Tools;Creativity,10-12-2025,13.19.90,0.0,0.032,Low,Excellent
Crypto SnapChat,Libraries_And_Demo,3.95,0,74.1,10,Free,0.0,Unrated,Libraries And Demo,22-08-2024,1.19.77,0.0,0.0,Low,Good
Crypto Spotify,Music,4.0,4,32.8,50,Free,0.0,Teen,Tools,14-06-2025,3.3.97,0.0,0.08,Low,Good
Crypto Strike,Health_And_Fitness,2.8,3803,73.1,100000,Free,0.0,Everyone,Health And Fitness,03-10-2025,15.3.17,0.0,0.03803,Medium,Average
Crypto Strike Go,Food_And_Drink,3.4,21,126.0,500,Free,0.0,Everyone,Food And Drink,10-04-2026,14.8.80,0.0,0.042,Low,Average
Crypto Strike Space,Game,4.3,2,242.3,10,Free,0.0,Teen,Game;Strategy,19-02-2026,12.8.74,0.0,0.2,Low,Good
Crypto Telegram,Social,5.0,1732,40.2,50000,Free,0.0,Teen,Artificial Intelligence,30-10-2025,3.8.65,0.0,0.03464,Medium,Excellent
Crypto Telegram AI,Beauty,3.4,12,27.7,500,Free,0.0,Teen,Beauty,07-05-2025,12.8.65,0.0,0.024,Low,Average
Crypto Telegram App,News_And_Magazines,4.1,1,38.8,50,Free,0.0,Everyone,News And Magazines,30-07-2022,2.8.97,0.0,0.02,Low,Good
Crypto Telegram Now,Game,4.8,28828,90.05,5000000,Free,0.0,Everyone,Game;Card,23-11-2025,Varies with device,0.0,0.0057656,Very High,Excellent
Crypto Telegram Online,Music,4.5,18,49.1,1000,Free,0.0,Everyone,Tools,04-04-2026,6.4.87,0.0,0.018,Low,Good
Crypto Telegram Online 2026,Productivity,4.0,0,77.9,10,Free,0.0,Everyone,Productivity,26-07-2024,2.9.26,0.0,0.0,Low,Good
Crypto Telegram Plus,Social,4.2,1,97.8,50,Free,0.0,Everyone,Education;Creativity,30-06-2026,6.4.14,0.0,0.02,Low,Good
Crypto Telegram Premium,Books_And_Reference,3.5,329,129.6,10000,Free,0.0,Everyone 10+,Books And Reference;Creativity,07-06-2026,14.6.86,0.0,0.0329,Low,Average
Crypto Telegram Pro 2024,Social,3.6,24,51.1,500,Free,0.0,Everyone,Family,09-07-2025,11.6.72,0.0,0.048,Low,Good
Crypto Tracker,Music,3.7,19,9.9,1000,Free,0.0,Everyone,Tools,07-03-2024,11.16.67,0.0,0.019,Low,Good
Crypto Tracker App,Social,3.8,6946,53.0,500000,Paid,2.99,Everyone,Social,06-02-2024,13.19.80,1495000.0,0.013892,High,Good
Crypto Tracker Now,Personalization,4.0,0,140.5,50,Free,0.0,Everyone,Personalization;Creativity,16-02-2025,14.8.33,0.0,0.0,Low,Good
Crypto Tracker Pro,Music,4.0,1,62.5,10,Free,0.0,Everyone,Tools,18-07-2024,8.3.45,0.0,0.1,Low,Good
Crypto Tracker Space,Communication,3.5,98,95.8,10000,Free,0.0,Everyone,Communication;Creativity,08-08-2025,1.11.46,0.0,0.0098,Low,Average
Crypto VPN,Social,4.2,2,121.0,500,Free,0.0,Everyone,Education,17-02-2026,7.9.49,0.0,0.004,Low,Good
Crypto VPN AI,Productivity,4.0,2,115.2,10,Free,0.0,Everyone,Productivity,03-04-2026,3.16.6,0.0,0.2,Low,Good
Crypto VPN Go,Finance,4.0,0,30.8,10,Free,0.0,Everyone,Finance,14-06-2025,1.7.91,0.0,0.0,Low,Good
Crypto VPN Online,Game,4.1,35,976.8,1000,Free,0.0,Everyone,Game;Shooter,02-06-2025,3.10.75,0.0,0.035,Low,Good
Crypto VPN Pro,Game,4.0,15,1631.8,500,Free,0.0,Everyone 10+,Game;Strategy,23-04-2025,12.11.34,0.0,0.03,Low,Good
Crypto Wallet,House_And_Home,4.1,245,63.4,10000,Free,0.0,Everyone,House And Home,13-10-2024,8.17.83,0.0,0.0245,Low,Good
Crypto Wallet 3D,Music,4.0,4,74.4,100,Free,0.0,Everyone 10+,Tools,19-06-2026,6.6.62,0.0,0.04,Low,Good
Crypto Wallet AI,Music,4.0,0,7.1,100,Free,0.0,Everyone,Tools,29-03-2026,4.20.34,0.0,0.0,Low,Good
Crypto Wallet App,Social,3.5,44,121.4,1000,Free,0.0,Mature 17+,Social;Creativity,27-12-2025,5.9.65,0.0,0.044,Low,Average
Crypto Wallet Hub,Libraries_And_Demo,3.4,29,142.1,1000,Paid,1.99,Everyone,Libraries And Demo,15-05-2025,11.17.56,1990.0,0.029,Low,Average
Crypto Wallet Pro,Productivity,4.0,4,90.05,100,Free,0.0,Everyone,Productivity,07-11-2024,Varies with device,0.0,0.04,Low,Good
Daily Browser,Social,3.6,22,90.05,1000,Free,0.0,Everyone,Family,07-03-2025,Varies with device,0.0,0.022,Low,Good
Daily Browser 2026,Social,5.0,71,46.3,5000,Free,0.0,Everyone,Artificial Intelligence;Creativity,21-08-2023,9.18.78,0.0,0.0142,Low,Excellent
Daily Chat,Game,3.7,487186,90.05,10000000,Free,0.0,Everyone,Game;Puzzle,24-03-2026,Varies with device,0.0,0.0487186,Very High,Good
Daily Chat 3D,Productivity,3.6,19,123.9,500,Free,0.0,Everyone,Productivity;Creativity,21-05-2026,8.0.1,0.0,0.038,Low,Good
Daily Chat App,Social,3.8,23,87.3,500,Free,0.0,Everyone,Family;Creativity,24-05-2025,2.0.10,0.0,0.046,Low,Good
Daily Chat Now,Travel_And_Local,4.0,1,135.7,50,Free,0.0,Everyone,Travel And Local,14-01-2026,14.9.20,0.0,0.02,Low,Good
Daily Chat Premium,Maps_And_Navigation,3.7,30,90.05,1000,Free,0.0,Everyone,Maps And Navigation,30-12-2024,Varies with device,0.0,0.03,Low,Good
Daily Connect,Game,4.1,22909,392.0,500000,Free,0.0,Mature 17+,Game;Board,23-09-2025,6.17.54,0.0,0.045818,High,Good
Daily Connect AI,Game,3.6,218,1603.7,5000,Free,0.0,Everyone,Game;Board,25-06-2026,11.0.98,0.0,0.0436,Low,Good
Daily Connect Go,Social,4.1,8,6.8,500,Free,0.0,Teen,Artificial Intelligence,30-08-2024,7.12.48,0.0,0.016,Low,Good
Daily Connect Premium,Social,4.0,0,126.7,10,Free,0.0,Everyone,Family,10-04-2024,14.5.96,0.0,0.0,Low,Good
Daily Connect Space,Finance,4.4,66,90.05,5000,Free,0.0,Everyone,Finance;Creativity,10-02-2025,Varies with device,0.0,0.0132,Low,Good
Daily Craft,Game,3.9,26183,1885.7,1000000,Free,0.0,Mature 17+,Game;Simulation,01-08-2024,14.20.9,0.0,0.026183,High,Good
Daily Craft 3D,Social,4.2,0,108.8,10,Free,0.0,Everyone,Education;Creativity,05-04-2025,15.8.0,0.0,0.0,Low,Good
Daily Craft Hub,Game,4.3,2,743.4,50,Free,0.0,Everyone,Game;Board,01-11-2025,4.12.36,0.0,0.04,Low,Good
Daily Craft Now,Game,4.3,4,90.05,50,Free,0.0,Everyone,Game;RPG,15-09-2025,Varies with device,0.0,0.08,Low,Good
Daily Craft Premium,Social,4.0,0,106.4,10,Free,0.0,Teen,Family;Creativity,28-01-2026,9.17.82,0.0,0.0,Low,Good
Daily Craft Space,Beauty,5.0,35,146.0,1000,Free,0.0,Teen,Beauty,14-12-2022,7.4.40,0.0,0.035,Low,Excellent
Daily Dash,Personalization,4.0,54,79.0,5000,Free,0.0,Everyone 10+,Personalization,02-03-2025,3.14.59,0.0,0.0108,Low,Good
Daily Dash 2025,Libraries_And_Demo,4.3,14,90.05,500,Free,0.0,Everyone,Libraries And Demo;Creativity,07-08-2024,Varies with device,0.0,0.028,Low,Good
Daily Dash 3D 2025,Travel_And_Local,4.1,162,93.4,5000,Free,0.0,Everyone,Travel And Local,08-04-2026,9.12.60,0.0,0.0324,Low,Good
Daily Dash App,Music,3.9,48,14.4,1000,Free,0.0,Everyone,Tools,18-04-2024,7.19.82,0.0,0.048,Low,Good
Daily Dash Online,Game,3.6,350,90.05,10000,Free,0.0,Teen,Game;Simulation,27-01-2026,Varies with device,0.0,0.035,Low,Good
Daily Drive,Music,4.4,209,137.0,5000,Free,0.0,Everyone,Tools,29-06-2025,8.9.95,0.0,0.0418,Low,Good
Daily Drive 2023,Game,3.5,201,90.05,5000,Free,0.0,Everyone,Game;Shooter,09-11-2025,Varies with device,0.0,0.0402,Low,Average
Daily Drive 2025,Photography,3.9,0,90.05,50,Free,0.0,Everyone,Photography,09-07-2023,Varies with device,0.0,0.0,Low,Good
Daily Drive Go,News_And_Magazines,4.1,1,98.2,10,Paid,0.99,Everyone,News And Magazines,05-07-2022,2.1.29,9.9,0.1,Low,Good
Daily Drive Max,Social,4.0,2,90.05,50,Free,0.0,Everyone,Family,24-10-2025,Varies with device,0.0,0.04,Low,Good
Daily Drive Online,Finance,3.6,185,42.3,5000,Free,0.0,Everyone 10+,Finance,04-10-2025,12.1.76,0.0,0.037,Low,Good
Daily Drive Plus,Virtual_Reality,4.0,281,81.3,10000,Free,0.0,Everyone,Virtual Reality,22-06-2026,14.8.28,0.0,0.0281,Low,Good
Daily Drive_10434,News_And_Magazines,4.1,3,74.0,10,Free,0.0,Teen,News And Magazines,15-05-2026,1.19.67,0.0,0.3,Low,Good
Daily Editor,Social,4.5,7,90.5,500,Free,0.0,Teen,Artificial Intelligence,15-02-2026,13.13.100,0.0,0.014,Low,Good
Daily Editor 2024,Productivity,3.8,227,90.05,5000,Free,0.0,Everyone,Productivity,07-03-2024,Varies with device,0.0,0.0454,Low,Good
Daily Editor 2025,Finance,4.0,1,111.7,100,Free,0.0,Everyone,Finance,06-02-2026,6.20.84,0.0,0.01,Low,Good
Daily Editor 3D,Social,3.9,2,12.1,50,Free,0.0,Everyone 10+,Social,13-08-2025,9.16.35,0.0,0.04,Low,Good
Daily Editor Hub,Social,4.6,34,90.05,1000,Free,0.0,Everyone,Family,28-08-2023,Varies with device,0.0,0.034,Low,Excellent
Daily Editor Pro,Social,4.0,1,100.8,10,Free,0.0,Everyone 10+,Medical,04-05-2025,12.0.50,0.0,0.1,Low,Good
Daily Editor Space,Social,4.0,1,135.5,100,Free,0.0,Everyone,Family,11-08-2024,6.17.80,0.0,0.01,Low,Good
Daily Fit,News_And_Magazines,3.7,40,50.5,1000,Free,0.0,Everyone,News And Magazines,28-04-2026,15.17.69,0.0,0.04,Low,Good
Daily Fit Go,Social,3.9,493,109.4,10000,Free,0.0,Everyone,Family,05-11-2025,12.16.29,0.0,0.0493,Low,Good
Daily Fit Hub,Beauty,3.8,39,74.7,1000,Free,0.0,Everyone,Beauty;Creativity,03-07-2025,4.1.56,0.0,0.039,Low,Good
Daily Fit Max,Game,4.3,1,90.05,50,Free,0.0,Teen,Game;Action,23-02-2026,Varies with device,0.0,0.02,Low,Good
